"","target.priority","altitude..hundreds.of.feet."
"138778","1",215
"138779","1",215
"138780","1",200
"138781","1",200
"138782","1",195
"138783","1",195
"138784","1",190
"138785","1",190
"138786","3",175
"138787","1",145
"138788","1",145
"138789","3",139
"138790","3",139
"138791","3",139
"138792","3",139
"138793","3",139
"138794","3",139
"138795","2",139
"138796","3",139
"138797","3",139
"138798","3",139
"138799","3",139
"138800","3",139
"138801","3",139
"138802","3",139
"138804","4",270
"138805","2",269
"138806","2",269
"138807","4",262
"138808","2",260
"138809","4",260
"138810","4",256
"138811","4",256
"138812","2",255
"138813","4",255
"138814","4",255
"138815","4",255
"138816","4",255
"138817","4",255
"138818","4",255
"138819","4",250
"138820","4",250
"138821","4",250
"138822","4",250
"138823","4",250
"138824","4",250
"138825","4",250
"138826","4",250
"138827","4",250
"138828","2",249
"138829","4",248
"138830","4",247
"138831","4",246
"138832","4",246
"138833","4",245
"138834","4",245
"138835","4",245
"138836","4",245
"138837","4",245
"138838","4",243
"138839","4",243
"138840","4",243
"138846","1",90
"138847","1",90
"138848","1",220
"138849","1",220
"138850","1",220
"138851","1",200
"138852","1",200
"138853","1",195
"138854","1",195
"138855","1",195
"138856","1",195
"138859","1",1
"138860","1",44
"138862","1",6
"138863","1",80
"138864","1",60
"138865","1",139
"138866","1",120
"138867","1",90
"138868","1",75
"138869","1",139
"138883","3",120
"138884","3",120
"138885","1",220
"138886","1",220
"138887","1",210
"138888","1",210
"138890","1",1
"138891","1",39
"138892","1",70
"138893","1",75
"138894","1",65
"138895","1",60
"138896","1",139
"138897","1",120
"138914","1",139
"138915","1",139
"138916","1",200
"138917","1",200
"138918","1",190
"138919","1",190
"138922","1",75
"138923","1",100
"138924","1",40
"138925","1",250
"138926","1",250
"138927","1",250
"138928","1",250
"138929","1",110
"138930","1",110
"138931","1",100
"138932","1",100
"138935","1",19
"138937","1",80
"138938","1",55
"138939","1",3
"138947","1",139
"138948","4",139
"138949","4",139
"138950","4",139
"138951","1",139
"138952","1",139
"138953","1",139
"138954","1",139
"138955","1",139
"138956","1",139
"138957","1",139
"138958","1",139
"138959","1",139
"138960","1",139
"138961","1",139
"138962","1",139
"138966","2",139
"138967","1",139
"138968","1",139
"138971","2",139
"138972","2",139
"138973","2",139
"138974","1",139
"138975","2",139
"138976","4",139
"138977","2",139
"138978","4",139
"138979","2",139
"138985","1",139
"138986","1",139
"138987","1",139
"138988","4",139
"138989","4",139
"138990","4",139
"138991","4",139
"138992","4",139
"138993","4",139
"138994","4",139
"138995","4",139
"138996","4",139
"138997","1",139
"138998","1",139
"138999","1",139
"139000","1",139
"139001","1",139
"139007","1",139
"139008","1",139
"139009","1",139
"139010","1",139
"139011","1",139
"139012","4",139
"139013","2",139
"139014","1",90
"139015","1",90
"139016","1",116
"139017","1",116
"139018","1",116
"139019","1",110
"139020","1",110
"139021","1",110
"139022","1",110
"139023","1",103
"139024","1",103
"139025","1",103
"139026","1",100
"139027","1",100
"139028","1",90
"139029","1",90
"139030","1",90
"139031","1",90
"139032","1",90
"139033","1",90
"139034","1",11
"139035","1",11
"139036","1",139
"139037","1",139
"139038","1",139
"139039","1",220
"139040","1",110
"139041","1",40
"139042","1",1
"139043","1",1
"139044","1",139
"139045","3",220
"139046","3",200
"139047","1",196
"139048","3",191
"139049","3",190
"139050","1",50
"139051","1",95
"139052","1",85
"139053","1",83
"139054","1",83
"139055","1",38
"139057","1",150
"139060","1",1
"139062","1",1
"139065","3",1
"139074","1",115
"139075","1",125
"139079","3",154
"139081","3",170
"139084","1",105
"139088","1",85
"139094","1",35
"139095","2",115
"139096","1",20
"139097","1",20
"139098","2",42
"139099","1",1
"139100","1",130
"139103","1",130
"139104","1",65
"139105","1",70
"139107","1",62
"139109","1",78
"139110","1",68
"139111","1",30
"139114","1",1
"139115","1",1
"139119","1",1
"139123","1",125
"139124","1",80
"139126","2",128
"139128","1",85
"139132","1",1
"139137","1",15
"139141","4",240
"139142","2",235
"139143","4",235
"139146","2",229
"139147","2",226
"139148","4",220
"139149","2",218
"139150","2",216
"139155","2",212
"139156","1",203
"139157","1",139
"139159","1",139
"139160","1",139
"139161","4",139
"139162","4",139
"139163","4",139
"139165","3",217
"139166","3",217
"139167","3",217
"139168","1",180
"139169","1",180
"139170","1",180
"139171","3",139
"139172","1",139
"139173","3",139
"139174","3",139
"139175","3",139
"139176","3",139
"139177","1",139
"139178","3",139
"139179","3",139
"139180","1",139
"139181","1",139
"139182","3",139
"139183","3",139
"139184","3",139
"139185","3",139
"139186","3",139
"139187","3",139
"139188","3",139
"139189","3",139
"139190","3",139
"139191","3",139
"139192","3",139
"139193","3",139
"139194","3",139
"139195","3",139
"139196","3",139
"139197","3",139
"139198","3",139
"139199","1",277
"139200","1",275
"139201","1",270
"139202","1",270
"139203","1",270
"139204","1",268
"139205","1",267
"139206","1",262
"139207","1",262
"139208","1",262
"139209","1",261
"139210","1",260
"139211","1",256
"139212","1",253
"139213","1",248
"139214","1",245
"139215","1",245
"139216","1",245
"139217","1",245
"139218","1",240
"139219","1",240
"139220","1",240
"139221","1",240
"139222","1",240
"139223","1",236
"139224","1",235
"139225","1",232
"139226","1",230
"139227","1",229
"139228","1",229
"139232","1",225
"139233","1",224
"139234","2",220
"139235","4",220
"139236","1",219
"139237","1",217
"139238","1",216
"139239","1",215
"139240","1",205
"139241","1",205
"139242","1",185
"139243","1",185
"139244","1",180
"139245","1",180
"139246","1",90
"139247","1",90
"139248","1",85
"139249","1",85
"139250","1",85
"139251","1",18
"139252","1",18
"139253","1",139
"139254","1",139
"139257","1",57
"139259","1",50
"139260","1",80
"139264","1",70
"139265","1",70
"139266","1",139
"139267","1",139
"139268","1",235
"139269","1",235
"139270","1",235
"139271","1",235
"139272","1",235
"139273","1",235
"139274","1",220
"139275","1",220
"139276","1",90
"139277","1",90
"139278","1",90
"139279","1",90
"139281","1",139
"139282","1",139
"139283","1",139
"139284","1",139
"139285","1",115
"139286","1",25
"139287","1",3
"139288","1",75
"139289","1",70
"139290","1",9
"139291","1",80
"139292","1",60
"139293","3",139
"139294","3",139
"139304","1",185
"139305","1",185
"139306","1",90
"139307","1",90
"139308","1",80
"139309","1",80
"139310","1",139
"139311","1",139
"139312","1",139
"139313","1",139
"139314","1",139
"139315","1",139
"139316","1",139
"139317","1",139
"139318","1",139
"139319","1",139
"139320","1",139
"139321","1",139
"139322","1",139
"139323","1",139
"139324","1",139
"139325","1",139
"139326","1",139
"139327","1",48
"139328","1",2
"139329","1",80
"139330","1",60
"139331","1",75
"139336","1",139
"139340","1",215
"139341","1",110
"139342","1",106
"139343","1",106
"139344","1",100
"139345","1",100
"139346","1",100
"139347","1",100
"139348","2",94
"139349","2",94
"139350","1",139
"139351","1",139
"139352","1",139
"139353","1",139
"139354","2",139
"139355","2",139
"139356","4",139
"139357","4",139
"139358","4",139
"139359","1",139
"139360","1",139
"139361","1",139
"139362","1",0
"139363","1",0
"139364","1",30
"139365","1",20
"139366","1",1
"139367","1",1
"139368","1",110
"139369","1",106
"139370","1",95
"139371","1",70
"139372","1",70
"139373","1",1
"139374","1",190
"139375","1",193
"139376","1",1
"139377","1",1
"139378","1",1
"139379","1",1
"139380","1",1
"139381","1",1
"139382","1",1
"139383","1",1
"139384","1",200
"139385","1",197
"139388","1",190
"139389","1",178
"139390","1",182
"139391","1",1
"139392","1",1
"139393","1",1
"139394","1",55
"139395","1",40
"139396","1",40
"139397","1",1
"139398","1",180
"139399","1",40
"139400","1",193
"139401","1",90
"139402","1",1
"139403","1",139
"139404","1",139
"139405","1",80
"139406","1",120
"139407","1",40
"139408","1",60
"139410","1",20
"139411","1",15
"139412","1",10
"139413","1",70
"139414","1",70
"139415","1",70
"139416","1",70
"139417","1",70
"139418","1",70
"139419","1",1
"139420","1",139
"139421","1",25
"139422","1",25
"139423","1",139
"139424","1",70
"139425","2",90
"139426","1",40
"139427","1",40
"139428","1",35
"139429","1",139
"139430","1",139
"139431","1",139
"139432","1",1
"139433","1",265
"139434","1",265
"139435","1",245
"139436","1",245
"139437","1",242
"139438","1",242
"139439","1",235
"139440","1",235
"139442","1",50
"139443","3",95
"139444","2",90
"139446","3",80
"139447","1",30
"139448","1",25
"139449","1",130
"139450","1",128
"139451","1",30
"139453","2",25
"139455","1",60
"139456","1",103
"139459","4",84
"139460","1",1
"139461","1",1
"139462","3",62
"139464","1",128
"139473","1",62
"139474","1",62
"139475","2",68
"139479","1",125
"139480","1",120
"139481","1",115
"139482","1",80
"139487","2",83
"139489","1",30
"139490","1",20
"139496","3",80
"139497","3",25
"139498","2",20
"139499","2",40
"139500","3",70
"139501","2",40
"139504","4",65
"139505","1",110
"139506","3",110
"139507","3",109
"139508","3",109
"139509","3",104
"139510","3",104
"139511","1",101
"139512","1",101
"139513","1",101
"139514","1",99
"139515","1",99
"139516","1",99
"139517","3",42
"139518","2",41
"139519","1",41
"139520","1",1
"139521","1",1
"139522","1",110
"139523","3",111
"139524","3",111
"139525","1",110
"139526","1",110
"139527","3",110
"139528","1",101
"139530","1",70
"139531","1",70
"139532","1",70
"139538","2",120
"139539","2",115
"139546","1",235
"139547","1",235
"139548","1",235
"139549","1",139
"139550","1",139
"139551","1",139
"139552","1",139
"139553","1",139
"139554","1",139
"139555","1",139
"139556","1",139
"139557","1",139
"139558","1",139
"139559","1",139
"139560","1",139
"139561","1",139
"139562","1",139
"139563","1",139
"139564","1",139
"139565","1",139
"139566","1",139
"139567","1",95
"139568","1",95
"139569","1",90
"139570","1",90
"139571","1",139
"139572","1",139
"139573","3",139
"139574","3",139
"139575","1",56
"139576","1",60
"139577","1",50
"139578","1",61
"139580","1",240
"139581","1",240
"139582","1",240
"139585","2",240
"139586","2",240
"139587","1",240
"139588","1",240
"139589","1",240
"139590","1",230
"139591","1",230
"139592","1",230
"139593","1",230
"139594","1",230
"139595","1",230
"139596","1",230
"139597","1",230
"139598","1",230
"139599","1",230
"139600","1",230
"139601","1",230
"139602","1",252
"139603","1",252
"139604","1",250
"139605","1",250
"139606","1",250
"139607","1",250
"139608","1",246
"139609","1",246
"139610","1",240
"139611","1",240
"139612","1",240
"139613","1",240
"139614","1",230
"139615","1",230
"139616","1",220
"139617","1",220
"139621","1",125
"139631","1",190
"139632","1",190
"139633","1",95
"139634","1",95
"139635","1",85
"139636","1",85
"139639","1",139
"139640","1",139
"139641","1",215
"139642","1",213
"139643","1",212
"139644","1",212
"139645","1",210
"139646","1",210
"139647","2",208
"139648","1",200
"139653","1",185
"139654","1",139
"139655","1",139
"139656","1",139
"139658","1",139
"139660","1",139
"139661","1",139
"139662","1",139
"139663","1",139
"139665","1",139
"139668","1",139
"139670","1",139
"139673","1",139
"139674","2",139
"139675","2",139
"139676","2",139
"139677","2",139
"139678","2",139
"139679","2",139
"139680","2",139
"139681","3",139
"139682","3",139
"139683","3",139
"139684","3",139
"139689","1",139
"139690","1",139
"139692","1",139
"139694","1",139
"139695","3",139
"139696","3",139
"139699","4",139
"139700","4",139
"139709","3",139
"139710","3",139
"139711","3",139
"139712","3",139
"139713","3",139
"139714","3",139
"139717","4",139
"139718","3",139
"139719","2",220
"139720","1",233
"139721","1",220
"139722","1",220
"139723","1",120
"139724","1",120
"139725","1",115
"139726","1",115
"139727","2",110
"139728","2",110
"139729","1",105
"139730","1",105
"139731","1",105
"139732","1",105
"139733","1",105
"139734","1",105
"139735","1",105
"139736","1",105
"139737","1",105
"139738","1",105
"139739","1",100
"139740","1",100
"139741","1",235
"139742","1",235
"139743","1",233
"139744","1",233
"139745","1",230
"139746","1",230
"139747","1",225
"139748","1",225
"139749","1",223
"139750","1",223
"139751","1",215
"139752","1",215
"139753","1",215
"139754","1",215
"139755","1",213
"139756","1",213
"139757","1",210
"139758","1",210
"139759","1",210
"139760","1",210
"139761","1",208
"139762","1",208
"139763","1",204
"139764","1",204
"139765","1",195
"139766","1",195
"139767","1",195
"139768","1",195
"139769","3",139
"139770","3",139
"139771","3",139
"139772","3",139
"139773","1",209
"139774","1",209
"139775","1",209
"139776","1",200
"139777","1",200
"139778","1",200
"139779","4",139
"139781","1",139
"139782","4",139
"139783","4",139
"139784","1",139
"139785","1",139
"139786","4",139
"139787","1",139
"139788","1",139
"139789","4",139
"139790","1",139
"139791","1",139
"139792","1",260
"139793","1",260
"139794","1",260
"139795","1",250
"139796","1",250
"139797","1",250
"139798","1",250
"139799","1",250
"139800","1",250
"139801","1",207
"139802","1",207
"139803","1",207
"139804","2",206
"139805","2",206
"139806","2",206
"139807","1",200
"139808","1",200
"139809","1",200
"139810","1",200
"139811","1",200
"139812","1",200
"139815","3",190
"139816","1",85
"139819","3",139
"139820","1",139
"139821","4",139
"139822","1",139
"139823","1",139
"139824","4",139
"139825","1",139
"139826","4",139
"139828","1",139
"139829","1",139
"139830","1",139
"139831","3",139
"139832","3",139
"139833","3",139
"139834","2",139
"139835","2",139
"139836","2",139
"139837","1",139
"139838","1",139
"139839","1",139
"139840","1",139
"139843","1",154
"139849","1",1
"139854","3",90
"139863","3",85
"139865","1",125
"139867","1",70
"139868","1",45
"139869","3",60
"139872","1",45
"139873","1",50
"139874","1",110
"139875","2",110
"139876","3",125
"139877","1",120
"139878","1",25
"139879","1",20
"139880","1",2
"139881","3",80
"139884","1",20
"139885","1",1
"139887","1",139
"139889","1",4
"139890","1",1
"139894","1",136
"139895","1",125
"139896","2",42
"139899","1",1
"139908","1",120
"139909","1",115
"139910","1",35
"139912","1",50
"139913","2",1
"139914","2",40
"139915","1",25
"139917","1",30
"139920","1",55
"139921","1",120
"139922","1",118
"139924","2",52
"139925","1",52
"139926","3",52
"139927","1",1
"139928","1",3
"139929","1",1
"139935","1",60
"139936","1",61
"139939","1",84
"139940","3",1
"139941","1",139
"139942","1",139
"139943","1",139
"139944","1",139
"139945","3",139
"139946","3",139
"139947","1",113
"139948","1",85
"139949","1",60
"139950","1",70
"139951","1",139
"139952","1",200
"139953","1",60
"139954","1",15
"139956","1",95
"139957","1",95
"139958","1",90
"139959","1",90
"139960","1",90
"139961","1",90
"139962","1",139
"139963","1",139
"139965","1",22
"139966","1",140
"139967","1",140
"139968","1",140
"139969","1",140
"139970","1",140
"139971","1",140
"139972","1",70
"139973","1",36
"139974","1",20
"139977","1",36
"139978","1",60
"139979","1",200
"139980","1",40
"139981","1",15
"139982","1",15
"139985","1",115
"139989","1",250
"139990","1",250
"139991","2",210
"139992","2",210
"139993","1",200
"139994","1",200
"139995","3",175
"139996","3",175
"139997","3",210
"139998","3",210
"140000","3",190
"140001","3",190
"140002","3",190
"140004","1",5
"140005","1",105
"140006","1",12
"140007","1",70
"140008","1",40
"140010","1",262
"140011","1",262
"140012","1",260
"140013","1",260
"140014","1",260
"140015","1",260
"140016","1",260
"140017","1",255
"140018","1",255
"140019","1",250
"140020","1",250
"140021","1",250
"140022","1",250
"140023","1",250
"140024","1",250
"140025","1",250
"140026","1",250
"140027","1",240
"140028","1",240
"140029","1",240
"140030","1",240
"140031","2",235
"140032","1",235
"140033","1",235
"140034","2",235
"140035","1",235
"140036","1",235
"140037","1",230
"140038","1",230
"140039","1",230
"140040","1",230
"140041","1",100
"140042","1",100
"140043","1",100
"140044","1",100
"140045","1",100
